"number","title","pageid","namespace","length","touched"
"523","Thoreau_Society","2381280","","4581","20170308094551"
"524","Cornish_literature","2384220","","14235","20170308094821"
"525","Literature_about_Southeast_Asia","2385246","","2205","20170308094837"
"526","History_of_fantasy","2389846","","44034","20170310145616"
"527","Childhood_secret_club","2390192","","5029","20161231013750"
"528","Smelfungus","2405960","","2178","20170120143106"
"529","Western_literature","2406845","","2439","20170310133206"
"530","Tunnel_über_der_Spree","2407232","","4947","20170218064303"
"531","Literary_society","2407294","","6569","20170308100112"
"532","Frank_Collymore","2414997","","5376","20170308100247"
"533","Uncle_Oswald","2419909","","1299","20170130080521"
"534","Hebrew_literature","2432783","","16031","20170308101154"
"535","Belphoebe","2436635","","1641","20170308101542"
"536","Chamber_of_rhetoric","2441431","","4911","20170304014955"
"537","Entremés","2441765","","3028","20170308005224"
"538","Traitté_de_l'origine_des_romans","2446233","","37762","20170123011747"
"539","Rigdum_Funnidos","2452267","","1947","20170120143217"
"540","Kelvin_R._Throop","2455971","","1027","20170120143225"
"541","Lists_of_Jews_associated_with_literature_and_journalism","2457043","","1209","20160505124424"
"542","Exemplum","2474747","","11235","20170304015053"
"543","Heart_of_the_Comet","2479946","","4323","20170120143238"
"544","The_Descent_of_Anansi","2487031","","1315","20170308103023"
"545","Will_Kane","2488809","","7926","20170308103052"
"546","Elizabethan_literature","2489551","","20523","20170307162532"
"547","Mean_length_of_utterance","2491897","","2215","20170120143244"
"548","Non_sequitur_(literary_device)","2493388","","3065","20170220174054"
"549","Roger_de_Coverley","2511431","","4191","20170103142758"
"550","List_of_best-selling_books","2512935","","118046","20170310234943"
"551","Tales_from_Shakespeare","2526419","","4675","20170308104532"
"552","The_Trigger","2533940","","2544","20170308104630"
"553","Empire_Trilogy","2544805","","2813","20170308104814"
"554","Iceberg_Theory","2566880","","17821","20170213162000"
"555","Carl_Sandburg_Home_National_Historic_Site","2579876","","12108","20170308105659"
"556","Guyanese_literature","2584771","","6786","20170308105837"
"557","Web_fiction","2587147","","15148","20170119203345"
"558","Outdoor_literature","2588267","","9011","20161231015834"
"559","Contemporary_literature","2590564","","1652","20170120143352"
"560","Perrin_Dandin","2612552","","490","20170120143445"
"561","Bagler_sagas","2620183","","3978","20170221020722"
"562","Article_(publishing)","2633667","","7234","20170303044152"
"563","Drawcansir","2640241","","271","20170120143513"
"564","Reverse_chronology","2653043","","14900","20170212003406"
"565","Representation_(arts)","2653427","","36619","20170311020832"
"566","World_literature","2655353","","17769","20170308112812"
"567","Slipstream_Magazine","2664107","","1303","20170216055344"
"568","Anactoria","2664304","","1322","20170120143529"
"569","Tuckerization","2665996","","10248","20170220100024"
"570","Small_Beer_Press","2674789","","9436","20170304051305"
"571","St_John_Loveday","2682507","","1190","20170120143539"
"572","Sensibility","2694761","","8426","20170308114207"
"573","Campus_novel","2706171","","8739","20170308195142"
"574","Nonlinear_narrative","2711130","","25826","20170308114456"
"575","Illeism","2721934","","41818","20170228100517"
"576","Erec","2735420","","1519","20170308115230"
"577","Libertine_novel","2745168","","2097","20170119223013"
"578","Sensation_novel","2794979","","10873","20170228223726"
"579","Stet","2795786","","2064","20170304023016"
"580","Whore_dialogues","2799964","","5621","20160313055143"
"581","Partonopeus_de_Blois","2808548","","3499","20170226205610"
"582","Contention_of_the_bards","2809606","","6507","20170308120825"
"583","Mount_Dragon","2809611","","5978","20170308120825"
"584","Flemish_literature","2810732","","30862","20170308120827"
"585","Navarth","2815694","","2614","20170120143655"
"586","Aoi_no_Ue","2826347","","2129","20170308121431"
"587","Rosenbach_Museum_&_Library","2826975","","12751","20170310171120"
"588","Amatory_fiction","2841155","","6090","20161111204657"
"589","Locus_amoenus","2841648","","5585","20161231021224"
"590","Fictocriticism","2850256","","3247","20170120143715"
"591","Qfwfq","2888266","","2818","20170120143733"
"592","Ossetian_literature","2901790","","1632","20170308123855"
"593","Redaction","2906919","","3186","20170218071559"
"594","Character_arc","2910007","","13290","20170309010703"
"595","Reading_for_the_Future","2924618","","1118","20140928060957"
"596","Mermaid_Tavern","2937012","","9720","20170204181743"
"597","Manx_literature","2943397","","3800","20170308124904"
"598","Wu_Ming","2954927","","21866","20170308125214"
"599","SQ3R","2956358","","4961","20170216213510"
"600","Sycamore_Hill_Writer's_Workshop","2988348","","2511","20170308130511"
"601","Postface","3012976","","1074","20170308131332"
"602","Angry_Penguins","3036287","","5948","20170308132323"
"603","Girart_de_Roussillon","3039316","","6840","20170121172340"
"604","Doug_Selby","3043772","","9573","20161112053112"
"605","Wall_Around_a_Star","3046794","","2163","20170308132530"
"606","Saga_of_Cuckoo","3046894","","4765","20170308132530"
"607","Paratext","3053620","","3513","20170224212042"
"608","Literary_award","3054522","","4702","20170308132749"
"609","Old_Norse_literature","3065444","","2375","20170308133122"
"610","Had_I_but_known","3106522","","3450","20161231022518"
"611","Adventure_fiction","3115790","","7384","20170308134030"
"612","Man_vs._Technology","3133884","","897","20170120144109"
"613","Query_letter","3166458","","916","20170120144153"
"614","Philip_Hastane","3174989","","2021","20170120144159"
"615","Literature_by_country","3177923","","4028","20170225111311"
"616","Men's_romantic_fiction","3207314","","1864","20170120144245"
"617","Hartford_Wits","3220459","","1743","20170224035828"
"618","Senex_amans","3224153","","1662","20161112083456"
"619","Round-robin_story","3255193","","1208","20170301052219"
"620","The_Burning_City","3261065","","7472","20170308143104"
"621","Alien_(literary_concept)","3264462","","1041","20161231022848"
"622","Burning_Tower","3269646","","3098","20170308143320"
"623","Lists_of_fiction_works_made_into_feature_films","3284269","","1336","20170228184910"
"624","Schlesinger_Library","3285045","","7402","20170311040839"
"625","Addventure","3293839","","6629","20170305030304"
"626","List_of_non-fiction_works_made_into_feature_films","3294387","","27382","20170305023259"
"627","Library_of_America","3307096","","61184","20170306112438"
"628","Adaptations_of_Sherlock_Holmes","3318690","","46538","20170311003757"
"629","Saint_Leibowitz_and_the_Wild_Horse_Woman","3320340","","11366","20170308144712"
"630","Heteronym_(literature)","3332266","","19824","20170301052329"
"631","Progress_in_International_Reading_Literacy_Study","3349073","","14201","20170219232854"
"632","Devil_in_popular_culture","3377600","","53534","20170308145408"
"633","Peter_and_the_Starcatchers","3380081","","11389","20170308145418"
"634","War_novel","3384994","","24958","20170308145501"
"635","History_of_science_fiction","3387802","","73505","20170310145616"
"636","Gruban_Malić","3390205","","3176","20170120145121"
"637","Psychological_thriller","3420992","","23916","20170308145821"
"638","Dutch_Renaissance_and_Golden_Age_literature","3427653","","22497","20170227103103"
"639","Grey_literature","3442409","","22873","20170308204733"
"640","Electronic_Literature_Organization","3444343","","2252","20170224040335"
"641","Scene_(drama)","3446046","","1283","20170128175628"
"642","Leyndardómar_Reykjavíkur_2000","3446397","","794","20170120145409"
"643","Shooting_script","3450523","","5645","20170308150213"
"644","Dialogue_in_writing","3451484","","2292","20170308150214"
"645","Argument_(literature)","3465583","","1931","20170120145546"
"646","Fiction_writing","3480573","","11834","20170308150635"
"647","Dark_romanticism","3486976","","6311","20170310145515"
"648","Family_literacy","3488651","","7584","20170308150726"
"649","19th-century_Dutch_literature","3490428","","15153","20160701055944"
"650","Body_swap","3516048","","8244","20170310040806"
"651","The_American_Monomyth","3520025","","2193","20160712235751"
"652","Show,_don't_tell","3552803","","6735","20161231214857"
"653","Setting_(narrative)","3564116","","3343","20170308153123"
"654","Horror_Victorianorum","3574743","","2575","20160713145231"
"655","Mundaneum","3585614","","8854","20170308153521"
"656","Sentimental_novel","3596332","","11714","20161231230548"
"657","18th_century_in_literature","3596455","","16117","20170207135550"
"658","Bizarro_fiction","3628737","","17322","20161222202657"
"659","Captivity_narrative","3637274","","48771","20170308154603"
"660","Building_Harlequin's_Moon","3661366","","7050","20170101195218"
"661","Rule_of_three_(writing)","3665145","","14342","20170309010752"
"662","School_story","3675899","","17499","20170209113134"
"663","12th_century_in_literature","3709201","","14811","20170304041546"
"664","Ancient_literature","3709305","","23572","20170309151705"
"665","Detective_dénouement","3736928","","1476","20170120150248"
"666","Rats,_Bats_and_Vats_series","3754013","","5641","20170119231849"
"667","Archimime","3802632","","972","20170120150324"
"668","Life_debt","3814399","","2551","20170131010426"
"669","OPOJAZ","3820410","","1728","20170304042638"
"670","Real_time_(media)","3829597","","9462","20170308162216"
"671","Robert_Harrison_Blake","3836019","","7487","20170308162853"
"672","Identification_(literature)","3837845","","1597","20170218083248"
"673","Swordsmen_and_Sorcerers'_Guild_of_America","3867277","","7490","20170130084919"
"674","Glossary_of_literary_terms","3878101","","69406","20170310000140"
"675","Thomas_Waldo_Story","3890788","","3677","20170308163632"
"676","11th_century_in_literature","3907432","","7508","20170304043815"
"677","10th_century_in_literature","3907439","","91816","20170224165154"
"678","Early_medieval_literature","3907452","","18944","20170217203911"
"679","The_Revenge_of_the_Shadow_King","3924960","","1935","20170308164451"
"680","The_Witch_of_Edmonton","3961878","","10583","20170308165329"
"681","Comedic_device","3966065","","3912","20170216215356"
"682","Brat_Pack_(literary)","3972435","","3861","20170301053737"
"683","The_Poetry_Collection","3991866","","1322","20170120150549"
"684","Flambeau_(character)","4016132","","3863","20170308170556"
"685","Elizabethan_Club","4045584","","13073","20161231024231"
"686","Metanoia_(rhetoric)","4088298","","2750","20170304050257"
"687","Phryne_Fisher","4091204","","8557","20170307043348"
"688","Working_paper","4096535","","1813","20170120150655"
"689","Gothic_double","4100315","","611","20170120150656"
"690","Dragon's_Kin","4117946","","5569","20170308174508"
"691","Prose_of_the_Ottoman_Empire","4132333","","2749","20170308175132"
"692","Interstitial_art","4137340","","7790","20161231024402"
"693","Word_superiority_effect","4157871","","14400","20161113080807"
"694","Commodore_Books","4181099","","1074","20170308183453"
"695","Analogue_(literature)","4193109","","2024","20170301054629"
"696","Ciacco","4228500","","1968","20170120150825"
"697","Deus_Irae","4257657","","6703","20170308201319"
"698","Donald_Trefusis","4280601","","3279","20170308203159"
"699","Rhizome_(philosophy)","4282701","","4885","20170308203203"
"700","Ugly_Duckling_Presse","4290920","","4265","20170120150900"
"701","Spam_poetry","4311578","","6587","20170308204941"
"702","Hildeburh","4343804","","914","20170129114731"
"703","List_of_works_set_in_a_single_day","4366760","","1804","20170220043332"
"704","Solar_eclipses_in_fiction","4380624","","14037","20170308212332"
"705","Glossary_of_poetry_terms","4408141","","5970","20170111160337"
"706","Popular_culture_references_to_Sherlock_Holmes","4435997","","10946","20170308214830"
"707","Vignette_(literature)","4444344","","4175","20170309182459"
"708","1633_(novel)","4507275","","11198","20170308223059"
"709","Sententiae","4514291","","2330","20170120151154"
"710","List_of_postmodern_critics","4541242","","2777","20170223175142"
"711","1634:_The_Ram_Rebellion","4543339","","10327","20170308223804"
"712","Worldbuilding","4552987","","17257","20170308223900"
"713","Amarakosha","4565774","","5288","20170209103800"
"714","Trinidad_and_Tobago_literature","4582242","","3093","20170308224536"
"715","Literary_nonsense","4633449","","28276","20170310000140"
"716","Kokborok_literature","4634361","","18087","20170219194155"
"717","Punk_literature","4634820","","5362","20170310125239"
"718","Redux_(literary_term)","4635812","","1824","20170218095351"
"719","Rhetorical_modes","4644634","","5887","20170308230335"
"720","Romance_(novel)","4665007","","6354","20170309072150"
"721","Portrait_(literature)","4692651","","1164","20170215042500"
"722","Rachel_Zolf","4711967","","5253","20170308231914"
"723","Heaven_(Stewart_and_Cohen_novel)","4720293","","489","20170120151419"
"724","Yoruba_literature","4733755","","8345","20170308232201"
"725","Apemantus","4746214","","1605","20170308232344"
"726","Narrative_hook","4751502","","3418","20161231025408"
"727","Mexican_Revolution_in_popular_culture","4763082","","4103","20170308232734"
"728","Sense_of_wonder","4763634","","25445","20161231025418"
"729","Heroes_in_Hell","4791852","","24238","20170308233251"
"730","American_Society_of_Journalists_and_Authors","4809929","","5630","20170309011128"
"731","The_Flying_Sorcerers","4830226","","10624","20170308234108"
"732","Oath_of_Fealty_(novel)","4831837","","6518","20170308234110"
"733","Pathopoeia","4839314","","437","20170120151509"
"734","The_Executioner_(book_series)","4847318","","33731","20170308234429"
"735","Object_of_the_mind","4849201","","12302","20170206142849"
"736","Spiritualism_in_fiction","4851082","","4423","20170308234530"
"737","Lesotho_literature","4859149","","1635","20170308234624"
"738","Ruritanian_romance","4860405","","8173","20161231025606"
"739","Dramatistic_pentad","4861797","","12944","20161114094220"
"740","Gaucho_literature","4865987","","12176","20160117001433"
"741","The_Book_of_the_Dead_(novel)","4868438","","4323","20170308234738"
"742","Politics_in_fiction","4874444","","21839","20170125182800"
"743","Friulian_literature","4879618","","8170","20170308234823"
"744","Apocrypha_(fiction)","4880717","","2125","20170304065836"
"745","Regius_Professor_of_English_Language_and_Literature_(Glasgow)","4885930","","7400","20170308234920"
"746","Association_of_Writers_&_Writing_Programs","4893749","","16040","20170217215335"
"747","Dance_of_Death_(novel)","4918085","","4209","20170308235250"
"748","Narrative_thread","4921223","","2137","20170304045317"
"749","Prodigal_Son_(novel)","4923294","","3207","20170308235301"
"750","City_of_Night_(Koontz_and_Gorman_novel)","4923404","","2716","20170308235301"
"751","Kirchstetten","4930633","","1442","20170308235400"
"752","Gljúfrasteinn","4935745","","1902","20170205173513"
"753","Wolfbane_(novel)","4943209","","8755","20170308235526"
"754","The_Space_Merchants","4943780","","13889","20170308235526"
"755","Lord_Demon","4956482","","2459","20170101195954"
"756","Books_Across_the_Sea","4958772","","2869","20161231025741"
"757","Marshall_Professor_of_French","4959551","","5606","20161221021809"
"758","Praetexta","4961790","","564","20170120151609"
"759","MFA_Program_for_Poets_&_Writers","4990252","","13934","20170309064635"
"760","Come_In_Spinner","4992390","","4681","20170309000454"
"761","Donnerjack","4996910","","3868","20170120151629"
"762","The_Return_(Aldrin_and_Barnes_novel)","5024580","","2678","20170309000849"
"763","Bramimonde","5053159","","1985","20170309001426"
"764","Literary_editor","5108213","","1038","20170309002152"
"765","Ulla_Winblad","5127346","","7747","20170309002703"
"766","Grantville_Gazette_II","5145619","","9691","20170309003120"
"767","Directorial_beat","5159014","","1549","20170120151912"
"768","1634:_The_Galileo_Affair","5163298","","8317","20170309003409"
"769","1635:_The_Cannon_Law","5163341","","5701","20170309003409"
"770","1634:_The_Baltic_War","5163350","","7821","20170309003410"
"771","Narrative_history","5175110","","2823","20170120004800"
"772","Firstborn_(Clarke_and_Baxter_novel)","5192029","","7518","20170309004039"
"773","Writing_style","5218457","","20636","20170309004553"
"774","Poetic_tradition","5225030","","4951","20160327175044"
"775","Peadar_Ó_Doirnín","5237823","","2855","20170309005009"
"776","Art_Mac_Cumhaigh","5238017","","1892","20170120152126"
"777","Séamas_Dall_Mac_Cuarta","5238117","","5524","20170308175701"
"778","Cathal_Buí_Mac_Giolla_Ghunna","5238169","","2991","20170109100709"
"779","Arvon_Foundation","5243868","","2456","20161208095305"
"780","Tajik_literature","5313334","","2227","20170309010350"
"781","The_Imp_of_the_Perverse","5316594","","3884","20170206153902"
"782","Compendium_of_Muslim_Texts","5335762","","1912","20170120152357"
"783","Frankenstein_in_popular_culture","5338312","","99040","20170311015947"
"784","Mercury_House_(publishers)","5391610","","2573","20170302213258"
"785","Ciampolo","5426876","","1598","20170309013015"
"786","The_Three_Laws_of_Robotics_in_popular_culture","5439872","","27520","20170309013318"
"787","Heinlein_Society","5452823","","5170","20170224043224"
"788","Juvenilia","5469849","","1529","20170120152505"
"789","Alphabetic_principle","5488986","","10111","20170206094920"
"790","Eulama","5489218","","3209","20170209120447"
"791","United_Nations_Society_of_Writers","5514996","","5944","20170310152251"
"792","H._G._Wells_Society","5515385","","4933","20170311005817"
"793","Slice_of_life","5541810","","5956","20170220233028"
"794","Emma_Darcy","5542206","","12873","20170309014625"
"795","Taibai_Jinxing","5551263","","1427","20170120152549"
"796","Guided_reading","5597581","","10577","20161115055547"
"797","Toby_Twirl","5692344","","2216","20170120152647"
"798","Quibble_(plot_device)","5710729","","9392","20170309021629"
"799","Literary_and_Historical_Society_of_Quebec","5739065","","8888","20170309022300"
"800","Resistant_reading","5744155","","2133","20170120152740"
"801","Richard_Jeperson","5785126","","8153","20161230112629"
"802","Heirs_of_Alexandria_series","5797666","","10128","20161231031142"
"803","Dave_Regan","5809379","","1930","20170120152830"
"804","Jim_Bently","5809873","","1082","20170120152832"
"805","Barry_Gilbert","5813108","","408","20170307125157"
"806","Early_Irish_literature","5815689","","44190","20170309024057"
"807","Reading_series","5817497","","4011","20150408081347"
"808","Dunno","5829941","","20035","20170304085922"
"809","Aoidos","5838842","","9263","20170118055335"
"810","Lewis_Carroll_Society_of_North_America","5841042","","1221","20170120152944"
"811","Nasreen_Jahan","5852411","","5651","20170310163240"
"812","Sâr_Dubnotal","5890741","","3845","20170220071023"
"813","Candy_Quackenbush","5895303","","1019","20170120153058"
"814","Hearts_of_Oak_(play)","5921020","","6017","20161114175053"
"815","The_International_Wizard_of_Oz_Club","5944454","","5849","20170309025934"
"816","Idiot_plot","5980245","","3498","20170120153218"
"817","List_of_cultural_references_in_The_Picture_of_Dorian_Gray","5984511","","17091","20170309030435"
"818","Wordos","6015197","","9600","20170309031010"
"819","Psychoshop","6058154","","1688","20170309031524"
"820","Sburătorul","6068175","","3442","20170227172339"
"821","Marick_Press","6072891","","5528","20170226191530"
"822","Romantic_Novelists'_Association","6086523","","6631","20170310233241"
"823","Gettysburg:_A_Novel_of_the_Civil_War","6118652","","4131","20170309032409"
"824","Grant_Comes_East","6118750","","5014","20170309032409"
"825","Parallel_novel","6120035","","1509","20170305150422"
"826","Beowulf's_Children","6120391","","11292","20170309032411"
"827","Business_fable","6147929","","1412","20170120153444"
"828","King_Alfred_Chair_of_English_Literature","6198429","","762","20130701173955"
"829","Dracula_Society","6214742","","5406","20170311003548"
"830","Land_of_Unreason","6263825","","5322","20170309034352"
"831","Present_day","6267826","","2836","20170130073502"
"832","The_Carnelian_Cube","6281739","","9213","20170309034741"
"833","Through_the_Gates_of_the_Silver_Key","6337537","","7138","20170309035943"
"834","Assassinations_in_fiction","6349630","","206008","20170311022545"
"835","Bangiya_Sahitya_Parishad","6352334","","2317","20170309040024"
"836","Enid_Blyton_Society","6366442","","3022","20170201005554"
"837","Peter_and_the_Shadow_Thieves","6412503","","10668","20170309041316"
"838","Bookwheel","6444831","","8601","20170305124406"
"839","Dragon's_Fire","6446363","","2910","20170309041851"
"840","Biji_(Chinese_literature)","6494016","","1583","20170120153955"
"841","Beat_(filmmaking)","6519975","","5554","20161231032926"
"842","Cultural_institutions_in_Australia","6560677","","6991","20170218133541"
"843","Reader_model","6581719","","1809","20170311024041"
"844","Angelica_(character)","6583979","","4211","20170309044851"
"845","Outline_of_poetry","6585439","","13274","20170310000059"
"846","Tales_from_Gavagan's_Bar","6604629","","8114","20170309045107"
"847","Kidsreads.com","6705357","","1684","20170201130947"
"848","Hypocatastasis","6732915","","3261","20170220025533"
"849","Still_Life_with_Crows","6768321","","14878","20170309051954"
"850","Ghost_Story_Society","6809227","","1468","20170120155834"
"851","Tales_of_Conan","6880074","","4119","20170309054433"
"852","Ezra_Pound's_Three_Kinds_of_Poetry","6892236","","2568","20170309054529"
"853","Literature_circle","6895783","","22856","20161231033637"
"854","Asian_American_Writers'_Workshop","6914830","","4088","20170309054756"
"855","The_Incorporated_Knight","6917388","","9499","20170309054756"
"856","The_Pixilated_Peeress","6925525","","9123","20170309054935"
"857","Metatheatre","6964765","","9307","20170311024142"
"858","1945_(Gingrich_and_Forstchen_novel)","6992045","","4543","20170309055752"
"859","Group_42","7079539","","2616","20170309060458"
"860","Auto_(play)","7151773","","1060","20170120160357"
"861","Interdiscourse","7160538","","5929","20170309061259"
"862","Philosophical_fiction","7169189","","8824","20170310000201"
"863","Motive_(law)","7174542","","3411","20170301063455"
"864","Tone_(literature)","7199355","","5688","20170309061544"
"865","Marriage_plot","7232405","","3566","20170206164134"
"866","Fiddler_(mystery_series)","7265300","","1065","20170120160507"
"867","Latvian_Literary_Society","7328653","","12125","20170120014244"
"868","P.S._Longer_Letter_Later","7337435","","4780","20170203191416"
"869","Snail_Mail_No_More","7337483","","2190","20170201234740"
"870","Charles_Brasch","7380486","","6379","20170311023331"
"871","Professor_of_Scottish_History_and_Literature","7407271","","8447","20170309064405"
"872","Poetics","7410249","","5226","20170309064444"
"873","Manic_D_Press","7414823","","2917","20170209122003"
"874","Bromion","7422550","","1374","20170309064643"
"875","Omnibus_edition","7436405","","2169","20170120161132"
"876","Writers_Workshop","7507245","","6810","20170226191531"
"877","Swiss_Literary_Archives","7513829","","2989","20170206055354"
"878","List_of_Thieves_World_characters","7544684","","4557","20161231034620"
"879","The_Complete_Compleat_Enchanter","7674207","","6120","20170309072613"
"880","Sigma_Delta_Pi","7685300","","3279","20170309072827"
"881","Spec_script","7697521","","4423","20170309072918"
"882","Harshabardhan","7703372","","1515","20170304140458"
"883","Science_Research_Associates","7706414","","4114","20170226191531"
"884","Jhanki","7710496","","1420","20170120161744"
"885","Literary_adaptation","7727099","","6546","20170310000140"
"886","Procedural_(genre)","7757479","","3340","20170120162003"
"887","Lady_Fujitsubo","7761389","","2444","20170309073622"
"888","Nour_El_Deen_Mahmoud_Nour_El_Deen","7806878","","1206","20170304141707"
"889","Pourquoi_story","7828496","","2348","20170222013954"
"890","Kenneth_Widmerpool","7841228","","42376","20170310170304"
"891","Sturlaugs_saga_starfsama","7871295","","954","20170309074528"
"892","Independent_reading","7894462","","2406","20170221114458"
"893","List_of_Urdu_prose_dastans","7896033","","1113","20160107183456"
"894","List_of_literary_awards","7909539","","35467","20170310000140"
"895","Lady_Rokujō","7982522","","734","20170309080710"
"896","Plot_drift","7999309","","794","20170120164342"
"897","Hyman_Kaplan","8014619","","7654","20170209062643"
"898","Literary_Club_of_Cincinnati","8029577","","3391","20170306121909"
"899","Æschere","8099789","","1172","20170309083257"
"900","Anthony_Powell_Society","8105510","","4639","20161231035355"
"901","Eye_movement_in_music_reading","8128722","","48803","20170309084059"
"902","Eye_movement_in_reading","8128856","","25264","20161231035410"
"903","Domestic_tragedy","8129235","","2256","20161116202048"
"904","AALBC.com","8138202","","3784","20170220032755"
"905","Antisemitica","8150272","","959","20170120171407"
"906","Goethe_Society_of_North_America","8239738","","2501","20170309091422"
"907","Association_of_Literary_Scholars,_Critics,_and_Writers","8239838","","4906","20170214105820"
"908","American_Society_for_Eighteenth-Century_Studies","8239922","","1056","20170224050021"
"909","American_Comparative_Literature_Association","8242157","","1188","20170224050021"
"910","Word_guessing","8266405","","644","20170120174241"
"911","Eye–hand_span","8292896","","1817","20170120174508"
"912","Wheelers_(novel)","8294204","","16305","20170101203057"
"913","International_Comparative_Literature_Association","8307172","","6817","20170204203835"
"914","Lead_paragraph","8307635","","5101","20170220082718"
"915","Sibiu_Literary_Circle","8339754","","1558","20170304152713"
"916","Paranoid_fiction","8340639","","9705","20170311002437"
"917","Focal_character","8341465","","2445","20170309094658"
"918","Owd_Grandad_Piggott","8356629","","7428","20170309095234"
"919","Trope_(literature)","8376406","","6170","20170309095718"
"920","826_National","8387715","","15416","20170223202224"
"921","Táin_Bó","8420627","","5088","20170115085633"
"922","Dolch_word_list","8438361","","4613","20161224093716"
"923","Norton_Anthology_of_Literature_by_Women","8460017","","9512","20170219234704"
"924","Prosimetrum","8467496","","6401","20170103135206"
"925","Social_novel","8528135","","37166","20170304022447"
"926","Abecedarius","8539729","","1993","20170203044742"
"927","Sörla_saga_sterka","8613005","","1515","20170309110923"
"928","World's_Best_Reading","8629453","","28042","20161224022512"
"929","André_de_France","8660730","","2075","20170120182521"
"930","Missing_letter_effect","8666821","","4544","20170120182536"
"931","The_Dangerous_Book_for_Boys","8706297","","9199","20170311023858"
"932","African-American_folktales","8727967","","891","20170224014113"
"933","The_Philippine_Order_of_Narnians","8739877","","10617","20170115071424"
"934","The_Dog_Beneath_the_Skin","8740414","","2380","20170309120240"
"935","The_Ascent_of_F6","8740521","","3303","20170309120244"
"936","Letters_from_Iceland","8741446","","3868","20170309120244"
"937","Journey_to_a_War","8741506","","1526","20170309120244"
"938","Literary_forgery","8745590","","9653","20170309120634"
"939","Polyphony_(literature)","8753282","","2737","20170305095740"
"940","Tatsuji_Miyoshi","8766974","","5765","20170309121530"
"941","On_the_Frontier","8781542","","1677","20170309122055"
"942","Dracula_in_popular_culture","8824879","","80999","20170309123711"
"943","Third-person_limited_narrative","8829465","","130","20170217235154"
"944","Iduna_(literature_society)","8839189","","1147","20170120182717"
"945","Literarische_Donaugesellschaft","8839273","","349","20170120182717"
"946","Focalization","8850003","","1653","20170201141252"
"947","Biographical_novel","8873362","","2560","20170130092150"
"948","Elfland_catacombs","8874566","","2537","20161231040303"
"949","List_of_fairy_tales","8915322","","66687","20170309182118"
"950","Foul_papers","8921830","","3357","20170309131402"
"951","Biblical_storytelling","8936230","","6382","20161118081953"
"952","Emerson_Literary_Society","9007509","","3523","20170309135208"
"953","Ivy_Lane_Club","9033786","","982","20170120182947"
"954","Heaven_Casteel","9090094","","11739","20170209150847"
"955","54_(novel)","9186709","","8882","20170101203418"
"956","Fales_Library","9255389","","3366","20170309144642"
"957","Lesbian_literature","9280347","","37414","20170311024047"
"958","Nepalese_literature","9287979","","1899","20170309145412"
"959","Newgate_novel","9317619","","6937","20161117045532"
"960","ProLiteracy","9389420","","7068","20161231040903"
"961","Flash_prose","9408064","","1092","20170120183321"
"962","Other_Voices,_Inc.","9410186","","2126","20160129013414"
"963","Carnegie_Mellon_University_Press","9426738","","985","20170309153417"
"964","Coming-of-age_story","9428523","","5281","20170309153426"
"965","Odyssey_Writing_Workshop","9434387","","1373","20170309153554"
"966","Ciappo_Ubriachi","9452000","","3822","20161117053047"
"967","Mikhail_Bulgakov_Museum","9464813","","4032","20170309154456"
"968","The_Assembly_on_Literature_for_Adolescents","9477404","","7414","20170203163428"
"969","1634:_The_Bavarian_Crisis","9515633","","9170","20170309160514"
"970","Controversial_literature_(Library_of_Congress_Subject_Headings)","9536083","","1153","20170120183515"
"971","Douglas_Stewart_(poet)","9600065","","15172","20170309163757"
"972","List_of_destroyed_libraries","9631840","","44364","20170311024431"
"973","List_of_Hindu_scriptures","9633503","","13587","20170304192232"
"974","The_Club_of_Odd_Volumes","9653646","","8546","20170306133303"
"975","Pi_Delta_Phi","9694692","","5037","20170309170303"
"976","New_South_Wales_Writers'_Centre","9703634","","1649","20170128123122"
"977","Women's_writing_(literary_category)","9758192","","35158","20170219000103"
"978","List_of_women's_presses","9807792","","7167","20170207033132"
"979","Vindiciae_contra_tyrannos","9913155","","3183","20170309175646"
"980","Philip_Lawson_(author)","9946352","","611","20170120020509"
"981","Wilfrid_Laurier_University_Press","9962660","","8314","20161231041536"
"982","Metahistorical_romance","9976532","","2374","20131125182543"
"983","Grotesque_body","9980550","","11348","20170223082453"
"984","Poetic_diary","9984375","","1472","20170228034119"
"985","Never_Call_Retreat:_Lee_and_Grant:_The_Final_Victory","10003526","","21613","20170309182351"
"986","British_Society_for_Eighteenth-Century_Studies","10020469","","1086","20170120183906"
"987","Eponymous_author","10066442","","1412","20170120183933"
"988","The_Golden_Key_(novel)","10072460","","4109","20170309184954"
"989","Traditional_story","10076158","","40154","20170304194921"
"990","Referential_density","10093181","","2879","20130703002048"
"991","Contemporary_Latin","10109981","","43829","20170309190549"
"992","Guys_Read","10126928","","6301","20170204091603"
"993","Room_One","10127495","","1743","20170204091603"
"994","Genreflecting","10132819","","3587","20170124052606"
"995","Centre_for_the_History_of_the_Book","10158016","","5745","20161231041850"
"996","English_Short_Title_Catalogue","10179938","","2103","20170227152656"
"997","Simple_4-line","10250635","","528","20170120184128"
"998","Speed_learning","10260572","","2912","20170309011606"
"999","List_of_stories_featuring_nuclear_pulse_propulsion","10284911","","9373","20170209024243"
"1000","Gaylord_Ravenal","10317320","","5448","20170309195809"
"1001","Mode_(literature)","10373080","","7132","20170309202432"
